Invoice ID,Date,Time,Product line,Product_Name,Unit price,Quantity,Sales,Transaction_Type,Current_Stock
790-38-4466,2019-01-23,10:18:00 AM,Health and beauty,Skincare Wardah,55000,5,275000,OUT (Penjualan),46
565-80-5980,2019-01-23,10:25:00 AM,Home and lifestyle,Sapu Lantai,25000,4,100000,OUT (Penjualan),31
213-32-1216,2019-01-23,10:28:00 AM,Electronic accessories,Powerbank 10000mAh,120000,6,720000,OUT (Penjualan),68
148-41-7930,2019-01-23,10:33:00 AM,Health and beauty,Sabun Cair Lifebuoy,25000,7,175000,OUT (Penjualan),58
477-59-2456,2019-01-23,11:15:00 AM,Fashion accessories,Kaos Kaki Polos,15000,7,105000,OUT (Penjualan),35
828-46-6863,2019-01-23,11:22:00 AM,Food and beverages,Beras 5kg,65000,6,390000,OUT (Penjualan),32
434-83-9547,2019-01-23,11:51:00 AM,Food and beverages,Beras 5kg,65000,8,520000,OUT (Penjualan),24
767-05-1286,2019-01-23,12:10:00 PM,Home and lifestyle,Lampu LED Philips,35000,6,210000,OUT (Penjualan),158
318-12-0304,2019-01-23,12:20:00 PM,Fashion accessories,Dompet Lipat,60000,1,60000,OUT (Penjualan),39
316-66-3011,2019-01-23,12:35:00 PM,Food and beverages,Beras 5kg,65000,9,585000,OUT (Penjualan),165
731-81-9469,2019-01-23,1:00:00 PM,Sports and travel,Kacamata Renang,50000,10,500000,OUT (Penjualan),24
740-22-2500,2019-01-23,1:29:00 PM,Electronic accessories,Earphone TWS,150000,3,450000,OUT (Penjualan),65
604-70-6476,2019-01-23,2:04:00 PM,Fashion accessories,Kaos Kaki Polos,15000,5,75000,OUT (Penjualan),30
160-22-2687,2019-01-23,2:21:00 PM,Health and beauty,Pasta Gigi Pepsodent,15000,5,75000,OUT (Penjualan),67
219-61-4139,2019-01-23,5:16:00 PM,Electronic accessories,Kabel Data Type-C,35000,1,35000,OUT (Penjualan),37
809-46-1866,2019-01-23,5:44:00 PM,Health and beauty,Skincare Wardah,55000,4,220000,OUT (Penjualan),42
480-63-2856,2019-01-23,6:37:00 PM,Food and beverages,Indomie Goreng,3500,8,28000,OUT (Penjualan),57
RESTOCK-242,2019-01-24,06:00:00 AM,Sports and travel,Kacamata Renang,50000,150,0,IN (Barang Masuk),174
RESTOCK-249,2019-01-24,06:00:00 AM,Electronic accessories,Kabel Data Type-C,35000,150,0,IN (Barang Masuk),177
232-11-3025,2019-01-24,10:04:00 AM,Sports and travel,Kacamata Renang,50000,10,500000,OUT (Penjualan),164
438-23-1242,2019-01-24,10:38:00 AM,Electronic accessories,Charger HP,45000,7,315000,OUT (Penjualan),45
778-34-2523,2019-01-24,10:57:00 AM,Electronic accessories,Charger HP,45000,8,360000,OUT (Penjualan),37
789-23-8625,2019-01-24,11:45:00 AM,Fashion accessories,Dompet Lipat,60000,3,180000,OUT (Penjualan),36
443-60-9639,2019-01-24,1:24:00 PM,Home and lifestyle,Lampu LED Philips,35000,1,35000,OUT (Penjualan),157
775-72-1988,2019-01-24,3:05:00 PM,Home and lifestyle,Deterjen Rinso,22000,5,110000,OUT (Penjualan),30
139-20-0155,2019-01-24,5:37:00 PM,Electronic accessories,Kabel Data Type-C,35000,10,350000,OUT (Penjualan),27
237-44-6163,2019-01-24,5:43:00 PM,Electronic accessories,Kabel Data Type-C,35000,8,280000,OUT (Penjualan),169
435-13-4908,2019-01-24,6:04:00 PM,Fashion accessories,Dompet Lipat,60000,8,480000,OUT (Penjualan),28
602-16-6955,2019-01-24,6:10:00 PM,Sports and travel,Kacamata Renang,50000,10,500000,OUT (Penjualan),154
510-79-0415,2019-01-24,7:20:00 PM,Sports and travel,Matras Yoga,85000,6,510000,OUT (Penjualan),157
726-27-2396,2019-01-24,8:36:00 PM,Health and beauty,Skincare Wardah,55000,5,275000,OUT (Penjualan),37
235-06-8510,2019-01-24,8:59:00 PM,Home and lifestyle,Lampu LED Philips,35000,3,105000,OUT (Penjualan),154
RESTOCK-265,2019-01-25,06:00:00 AM,Fashion accessories,Dompet Lipat,60000,150,0,IN (Barang Masuk),171
730-61-8757,2019-01-25,10:11:00 AM,Health and beauty,Skincare Wardah,55000,4,220000,OUT (Penjualan),33
843-73-4724,2019-01-25,11:05:00 AM,Fashion accessories,Ikat Pinggang Hitam,45000,1,45000,OUT (Penjualan),44
340-21-9136,2019-01-25,11:40:00 AM,Sports and travel,Kacamata Renang,50000,4,200000,OUT (Penjualan),150
191-10-6171,2019-01-25,1:18:00 PM,Fashion accessories,Dompet Lipat,60000,7,420000,OUT (Penjualan),21
283-79-9594,2019-01-25,1:30:00 PM,Food and beverages,Indomie Goreng,3500,7,24500,OUT (Penjualan),50
394-55-6384,2019-01-25,1:38:00 PM,Sports and travel,Botol Minum Tumblr,40000,9,360000,OUT (Penjualan),66
280-17-4359,2019-01-25,1:48:00 PM,Health and beauty,Sabun Cair Lifebuoy,25000,10,250000,OUT (Penjualan),48
856-66-2701,2019-01-25,2:19:00 PM,Home and lifestyle,Pewangi Ruangan,18000,3,54000,OUT (Penjualan),37
569-71-4390,2019-01-25,2:29:00 PM,Sports and travel,Kacamata Renang,50000,2,100000,OUT (Penjualan),148
824-88-3614,2019-01-25,3:00:00 PM,Health and beauty,Pasta Gigi Pepsodent,15000,8,120000,OUT (Penjualan),59
778-71-5554,2019-01-25,3:46:00 PM,Fashion accessories,Dompet Lipat,60000,1,60000,OUT (Penjualan),170
307-83-9164,2019-01-25,3:54:00 PM,Home and lifestyle,Lampu LED Philips,35000,4,140000,OUT (Penjualan),150
268-03-6164,2019-01-25,4:28:00 PM,Health and beauty,Sabun Cair Lifebuoy,25000,1,25000,OUT (Penjualan),47
288-38-3758,2019-01-25,6:30:00 PM,Fashion accessories,Topi Baseball,35000,3,105000,OUT (Penjualan),60
261-12-8671,2019-01-25,7:39:00 PM,Fashion accessories,Dompet Lipat,60000,2,120000,OUT (Penjualan),168
145-94-9061,2019-01-25,7:48:00 PM,Food and beverages,Minyak Goreng 2L,32000,5,160000,OUT (Penjualan),25
888-02-0338,2019-01-25,8:24:00 PM,Electronic accessories,Powerbank 10000mAh,120000,9,1080000,OUT (Penjualan),59
881-41-7302,2019-01-26,10:06:00 AM,Fashion accessories,Dompet Lipat,60000,1,60000,OUT (Penjualan),167
896-34-0956,2019-01-26,12:43:00 PM,Fashion accessories,Kaos Kaki Polos,15000,1,15000,OUT (Penjualan),29
316-55-4634,2019-01-26,12:45:00 PM,Food and beverages,Indomie Goreng,3500,5,17500,OUT (Penjualan),45
794-42-3736,2019-01-26,2:41:00 PM,Food and beverages,Beras 5kg,65000,2,130000,OUT (Penjualan),163
173-82-9529,2019-01-26,2:51:00 PM,Fashion accessories,Ikat Pinggang Hitam,45000,10,450000,OUT (Penjualan),34
176-78-1170,2019-01-26,3:11:00 PM,Health and beauty,Sabun Cair Lifebuoy,25000,3,75000,OUT (Penjualan),44
452-04-8808,2019-01-26,3:17:00 PM,Electronic accessories,Kabel Data Type-C,35000,7,245000,OUT (Penjualan),162
135-13-8269,2019-01-26,4:04:00 PM,Food and beverages,Kopi Kapal Api,1500,2,3000,OUT (Penjualan),35
539-21-7227,2019-01-26,5:45:00 PM,Sports and travel,Botol Minum Tumblr,40000,5,200000,OUT (Penjualan),61
308-39-1707,2019-01-26,6:19:00 PM,Fashion accessories,Ikat Pinggang Hitam,45000,1,45000,OUT (Penjualan),33
834-61-8124,2019-01-26,6:22:00 PM,Electronic accessories,Kabel Data Type-C,35000,7,245000,OUT (Penjualan),155
258-69-7810,2019-01-26,6:53:00 PM,Fashion accessories,Dompet Lipat,60000,5,300000,OUT (Penjualan),162
836-82-5858,2019-01-26,7:14:00 PM,Health and beauty,Sabun Cair Lifebuoy,25000,9,225000,OUT (Penjualan),35
289-65-5721,2019-01-26,7:28:00 PM,Fashion accessories,Topi Baseball,35000,2,70000,OUT (Penjualan),58
225-32-0908,2019-01-26,7:54:00 PM,Sports and travel,Kacamata Renang,50000,10,500000,OUT (Penjualan),138
847-38-7188,2019-01-26,7:56:00 PM,Food and beverages,Minyak Goreng 2L,32000,3,96000,OUT (Penjualan),22
641-43-2399,2019-01-26,8:23:00 PM,Home and lifestyle,Pewangi Ruangan,18000,4,72000,OUT (Penjualan),33
RESTOCK-289,2019-01-27,06:00:00 AM,Home and lifestyle,Deterjen Rinso,22000,150,0,IN (Barang Masuk),180
RESTOCK-290,2019-01-27,06:00:00 AM,Food and beverages,Minyak Goreng 2L,32000,150,0,IN (Barang Masuk),172
RESTOCK-295,2019-01-27,06:00:00 AM,Fashion accessories,Kaos Kaki Polos,15000,150,0,IN (Barang Masuk),179
624-01-8356,2019-01-27,10:44:00 AM,Home and lifestyle,Deterjen Rinso,22000,10,220000,OUT (Penjualan),170
862-59-8517,2019-01-27,11:17:00 AM,Food and beverages,Minyak Goreng 2L,32000,6,192000,OUT (Penjualan),166
870-54-3162,2019-01-27,1:26:00 PM,Sports and travel,Botol Minum Tumblr,40000,5,200000,OUT (Penjualan),56
325-90-8763,2019-01-27,1:58:00 PM,Electronic accessories,Powerbank 10000mAh,120000,10,1200000,OUT (Penjualan),49
613-59-9758,2019-01-27,2:28:00 PM,Sports and travel,Jas Hujan,65000,10,650000,OUT (Penjualan),35
534-01-4457,2019-01-27,2:36:00 PM,Food and beverages,Kopi Kapal Api,1500,6,9000,OUT (Penjualan),29
394-41-0748,2019-01-27,2:55:00 PM,Fashion accessories,Kaos Kaki Polos,15000,9,135000,OUT (Penjualan),170
633-91-1052,2019-01-27,3:51:00 PM,Home and lifestyle,Sapu Lantai,25000,2,50000,OUT (Penjualan),29
788-07-8452,2019-01-27,5:38:00 PM,Home and lifestyle,Sapu Lantai,25000,7,175000,OUT (Penjualan),22
595-27-4851,2019-01-27,6:05:00 PM,Fashion accessories,Ikat Pinggang Hitam,45000,7,315000,OUT (Penjualan),26
585-90-0249,2019-01-27,6:08:00 PM,Electronic accessories,Earphone TWS,150000,1,150000,OUT (Penjualan),64
620-02-2046,2019-01-27,7:48:00 PM,Home and lifestyle,Lampu LED Philips,35000,2,70000,OUT (Penjualan),148
869-11-3082,2019-01-27,8:03:00 PM,Health and beauty,Skincare Wardah,55000,4,220000,OUT (Penjualan),29
123-19-1176,2019-01-27,8:33:00 PM,Health and beauty,Pasta Gigi Pepsodent,15000,8,120000,OUT (Penjualan),51
RESTOCK-312,2019-01-28,06:00:00 AM,Health and beauty,Skincare Wardah,55000,150,0,IN (Barang Masuk),171
544-55-9589,2019-01-28,11:51:00 AM,Electronic accessories,Earphone TWS,150000,10,1500000,OUT (Penjualan),54
149-71-6266,2019-01-28,12:43:00 PM,Sports and travel,Matras Yoga,85000,9,765000,OUT (Penjualan),148
400-89-4171,2019-01-28,1:05:00 PM,Sports and travel,Matras Yoga,85000,8,680000,OUT (Penjualan),140
222-42-0244,2019-01-28,1:53:00 PM,Health and beauty,Pasta Gigi Pepsodent,15000,9,135000,OUT (Penjualan),42
211-30-9270,2019-01-28,3:16:00 PM,Health and beauty,Shampo Clear,28000,5,140000,OUT (Penjualan),61
430-53-4718,2019-01-28,3:46:00 PM,Health and beauty,Skincare Wardah,55000,8,440000,OUT (Penjualan),21
243-47-2663,2019-01-28,4:43:00 PM,Electronic accessories,Earphone TWS,150000,6,900000,OUT (Penjualan),48
342-65-4817,2019-01-28,4:47:00 PM,Health and beauty,Pasta Gigi Pepsodent,15000,3,45000,OUT (Penjualan),39
865-41-9075,2019-01-28,5:35:00 PM,Food and beverages,Beras 5kg,65000,7,455000,OUT (Penjualan),156
699-88-1972,2019-01-28,5:47:00 PM,Health and beauty,Skincare Wardah,55000,8,440000,OUT (Penjualan),163
390-80-5128,2019-01-28,5:58:00 PM,Health and beauty,Pasta Gigi Pepsodent,15000,1,15000,OUT (Penjualan),38
372-26-1506,2019-01-28,7:24:00 PM,Fashion accessories,Topi Baseball,35000,5,175000,OUT (Penjualan),53
593-65-1552,2019-01-28,8:50:00 PM,Home and lifestyle,Deterjen Rinso,22000,4,88000,OUT (Penjualan),166
726-29-6793,2019-01-28,8:54:00 PM,Electronic accessories,Kabel Data Type-C,35000,8,280000,OUT (Penjualan),147
RESTOCK-320,2019-01-29,06:00:00 AM,Sports and travel,Jas Hujan,65000,150,0,IN (Barang Masuk),179
RESTOCK-328,2019-01-29,06:00:00 AM,Home and lifestyle,Sapu Lantai,25000,150,0,IN (Barang Masuk),172
606-80-4905,2019-01-29,10:01:00 AM,Sports and travel,Jas Hujan,65000,6,390000,OUT (Penjualan),29
862-17-9201,2019-01-29,10:48:00 AM,Food and beverages,Beras 5kg,65000,6,390000,OUT (Penjualan),150
575-67-1508,2019-01-29,11:26:00 AM,Electronic accessories,Charger HP,45000,1,45000,OUT (Penjualan),36
343-61-3544,2019-01-29,11:48:00 AM,Sports and travel,Jas Hujan,65000,10,650000,OUT (Penjualan),169
746-94-0204,2019-01-29,11:56:00 AM,Fashion accessories,Kaos Kaki Polos,15000,9,135000,OUT (Penjualan),161
382-25-8917,2019-01-29,12:25:00 PM,Fashion accessories,Dompet Lipat,60000,6,360000,OUT (Penjualan),156
233-67-5758,2019-01-29,1:46:00 PM,Health and beauty,Sabun Cair Lifebuoy,25000,1,25000,OUT (Penjualan),34
110-48-7033,2019-01-29,2:12:00 PM,Fashion accessories,Ikat Pinggang Hitam,45000,4,180000,OUT (Penjualan),22
137-63-5492,2019-01-29,2:26:00 PM,Electronic accessories,Kabel Data Type-C,35000,10,350000,OUT (Penjualan),137
816-72-8853,2019-01-29,3:48:00 PM,Sports and travel,Kacamata Renang,50000,5,250000,OUT (Penjualan),133
569-76-2760,2019-01-29,6:15:00 PM,Sports and travel,Kacamata Renang,50000,4,200000,OUT (Penjualan),129
800-09-8606,2019-01-29,7:45:00 PM,Home and lifestyle,Sapu Lantai,25000,5,125000,OUT (Penjualan),167
RESTOCK-336,2019-01-30,06:00:00 AM,Food and beverages,Kopi Kapal Api,1500,150,0,IN (Barang Masuk),174
804-38-3935,2019-01-30,11:32:00 AM,Electronic accessories,Kabel Data Type-C,35000,3,105000,OUT (Penjualan),134
182-69-8360,2019-01-30,1:32:00 PM,Electronic accessories,Kabel Data Type-C,35000,4,140000,OUT (Penjualan),130
134-54-4720,2019-01-30,1:58:00 PM,Electronic accessories,Powerbank 10000mAh,120000,8,960000,OUT (Penjualan),41
664-14-2882,2019-01-30,2:43:00 PM,Home and lifestyle,Pewangi Ruangan,18000,5,90000,OUT (Penjualan),28
416-13-5917,2019-01-30,4:24:00 PM,Food and beverages,Kopi Kapal Api,1500,5,7500,OUT (Penjualan),24
862-29-5914,2019-01-30,5:08:00 PM,Sports and travel,Botol Minum Tumblr,40000,1,40000,OUT (Penjualan),55
423-80-0988,2019-01-30,7:42:00 PM,Sports and travel,Kacamata Renang,50000,2,100000,OUT (Penjualan),127
283-26-5248,2019-01-30,8:23:00 PM,Food and beverages,Kopi Kapal Api,1500,10,15000,OUT (Penjualan),164
556-72-8512,2019-01-30,8:47:00 PM,Home and lifestyle,Lampu LED Philips,35000,1,35000,OUT (Penjualan),147
522-57-8364,2019-01-31,10:00:00 AM,Fashion accessories,Topi Baseball,35000,8,280000,OUT (Penjualan),45
189-55-2313,2019-01-31,10:33:00 AM,Fashion accessories,Kaos Kaki Polos,15000,10,150000,OUT (Penjualan),151
735-32-9839,2019-01-31,10:36:00 AM,Fashion accessories,Dompet Lipat,60000,8,480000,OUT (Penjualan),148
366-93-0948,2019-01-31,10:46:00 AM,Electronic accessories,Powerbank 10000mAh,120000,1,120000,OUT (Penjualan),40
226-71-3580,2019-01-31,12:02:00 PM,Sports and travel,Matras Yoga,85000,9,765000,OUT (Penjualan),131
525-88-7307,2019-01-31,1:19:00 PM,Sports and travel,Kacamata Renang,50000,1,50000,OUT (Penjualan),126
239-36-3640,2019-01-31,1:44:00 PM,Electronic accessories,Powerbank 10000mAh,120000,6,720000,OUT (Penjualan),34
187-83-5490,2019-01-31,1:47:00 PM,Electronic accessories,Kabel Data Type-C,35000,4,140000,OUT (Penjualan),126
532-59-7201,2019-01-31,2:04:00 PM,Sports and travel,Kacamata Renang,50000,6,300000,OUT (Penjualan),120
525-09-8450,2019-01-31,3:12:00 PM,Electronic accessories,Earphone TWS,150000,10,1500000,OUT (Penjualan),38
583-72-1480,2019-01-31,4:24:00 PM,Electronic accessories,Earphone TWS,150000,4,600000,OUT (Penjualan),34
286-75-7818,2019-01-31,7:48:00 PM,Fashion accessories,Kaos Kaki Polos,15000,2,30000,OUT (Penjualan),149
457-94-0464,2019-01-31,8:32:00 PM,Electronic accessories,Powerbank 10000mAh,120000,9,1080000,OUT (Penjualan),25
834-45-5519,2019-01-31,8:48:00 PM,Electronic accessories,Charger HP,45000,4,180000,OUT (Penjualan),32
RESTOCK-357,2019-02-01,06:00:00 AM,Home and lifestyle,Pewangi Ruangan,18000,150,0,IN (Barang Masuk),178
870-76-1733,2019-02-01,10:08:00 AM,Food and beverages,Minyak Goreng 2L,32000,5,160000,OUT (Penjualan),161
551-21-3069,2019-02-01,11:27:00 AM,Electronic accessories,Earphone TWS,150000,9,1350000,OUT (Penjualan),25
105-31-1824,2019-02-01,3:10:00 PM,Sports and travel,Botol Minum Tumblr,40000,7,280000,OUT (Penjualan),48
358-88-9262,2019-02-01,6:43:00 PM,Food and beverages,Kopi Kapal Api,1500,6,9000,OUT (Penjualan),158
443-82-0585,2019-02-01,7:54:00 PM,Health and beauty,Sabun Cair Lifebuoy,25000,4,100000,OUT (Penjualan),30
237-01-6122,2019-02-01,8:31:00 PM,Home and lifestyle,Pewangi Ruangan,18000,9,162000,OUT (Penjualan),169
RESTOCK-359,2019-02-02,06:00:00 AM,Electronic accessories,Earphone TWS,150000,150,0,IN (Barang Masuk),175
RESTOCK-365,2019-02-02,06:00:00 AM,Fashion accessories,Ikat Pinggang Hitam,45000,150,0,IN (Barang Masuk),172
554-53-8700,2019-02-02,10:11:00 AM,Home and lifestyle,Pewangi Ruangan,18000,2,36000,OUT (Penjualan),167
717-96-4189,2019-02-02,12:40:00 PM,Electronic accessories,Earphone TWS,150000,6,900000,OUT (Penjualan),169
376-56-3573,2019-02-02,1:23:00 PM,Fashion accessories,Topi Baseball,35000,4,140000,OUT (Penjualan),41
756-93-1854,2019-02-02,2:05:00 PM,Fashion accessories,Dompet Lipat,60000,2,120000,OUT (Penjualan),146
845-51-0542,2019-02-02,3:34:00 PM,Food and beverages,Kopi Kapal Api,1500,9,13500,OUT (Penjualan),149
420-18-8989,2019-02-02,3:47:00 PM,Sports and travel,Kacamata Renang,50000,8,400000,OUT (Penjualan),112
390-17-5806,2019-02-02,4:33:00 PM,Food and beverages,Kopi Kapal Api,1500,1,1500,OUT (Penjualan),148
405-31-3305,2019-02-02,6:31:00 PM,Fashion accessories,Ikat Pinggang Hitam,45000,10,450000,OUT (Penjualan),162
376-02-8238,2019-02-02,6:42:00 PM,Home and lifestyle,Pewangi Ruangan,18000,8,144000,OUT (Penjualan),159
382-03-4532,2019-02-02,6:50:00 PM,Health and beauty,Shampo Clear,28000,1,28000,OUT (Penjualan),60
201-86-2184,2019-02-02,7:40:00 PM,Electronic accessories,Charger HP,45000,7,315000,OUT (Penjualan),25
541-08-3113,2019-02-02,8:29:00 PM,Food and beverages,Minyak Goreng 2L,32000,8,256000,OUT (Penjualan),153
418-05-0656,2019-02-02,8:42:00 PM,Fashion accessories,Topi Baseball,35000,7,245000,OUT (Penjualan),34
642-32-2990,2019-02-02,8:48:00 PM,Food and beverages,Minyak Goreng 2L,32000,10,320000,OUT (Penjualan),143
326-71-2155,2019-02-03,10:02:00 AM,Sports and travel,Botol Minum Tumblr,40000,4,160000,OUT (Penjualan),44
326-78-5178,2019-02-03,10:19:00 AM,Food and beverages,Beras 5kg,65000,7,455000,OUT (Penjualan),143
585-86-8361,2019-02-03,10:31:00 AM,Food and beverages,Indomie Goreng,3500,5,17500,OUT (Penjualan),40
443-59-0061,2019-02-03,11:25:00 AM,Food and beverages,Kopi Kapal Api,1500,10,15000,OUT (Penjualan),138
322-02-2271,2019-02-03,11:46:00 AM,Sports and travel,Kacamata Renang,50000,3,150000,OUT (Penjualan),109
347-34-2234,2019-02-03,1:40:00 PM,Sports and travel,Matras Yoga,85000,9,765000,OUT (Penjualan),122
190-59-3964,2019-02-03,2:35:00 PM,Food and beverages,Indomie Goreng,3500,5,17500,OUT (Penjualan),35
430-60-3493,2019-02-03,2:38:00 PM,Home and lifestyle,Sapu Lantai,25000,7,175000,OUT (Penjualan),160
639-76-1242,2019-02-03,3:19:00 PM,Food and beverages,Kopi Kapal Api,1500,5,7500,OUT (Penjualan),133
277-63-2961,2019-02-03,3:53:00 PM,Sports and travel,Jas Hujan,65000,1,65000,OUT (Penjualan),168
566-71-1091,2019-02-03,3:59:00 PM,Fashion accessories,Dompet Lipat,60000,5,300000,OUT (Penjualan),141
718-57-9773,2019-02-03,4:40:00 PM,Sports and travel,Botol Minum Tumblr,40000,10,400000,OUT (Penjualan),34
742-04-5161,2019-02-03,5:24:00 PM,Home and lifestyle,Pewangi Ruangan,18000,10,180000,OUT (Penjualan),149
676-10-2200,2019-02-03,8:13:00 PM,Fashion accessories,Dompet Lipat,60000,1,60000,OUT (Penjualan),140
745-71-3520,2019-02-04,10:23:00 AM,Electronic accessories,Earphone TWS,150000,7,1050000,OUT (Penjualan),162
441-94-7118,2019-02-04,12:14:00 PM,Electronic accessories,Powerbank 10000mAh,120000,1,120000,OUT (Penjualan),24
268-20-3585,2019-02-04,12:50:00 PM,Health and beauty,Skincare Wardah,55000,9,495000,OUT (Penjualan),154
627-95-3243,2019-02-04,1:21:00 PM,Home and lifestyle,Lampu LED Philips,35000,9,315000,OUT (Penjualan),138
236-86-3015,2019-02-04,1:38:00 PM,Home and lifestyle,Pewangi Ruangan,18000,1,18000,OUT (Penjualan),148
518-17-2983,2019-02-04,3:44:00 PM,Fashion accessories,Kaos Kaki Polos,15000,4,60000,OUT (Penjualan),145
404-91-5964,2019-02-04,4:09:00 PM,Electronic accessories,Kabel Data Type-C,35000,7,245000,OUT (Penjualan),119
695-28-6250,2019-02-04,4:38:00 PM,Sports and travel,Jas Hujan,65000,5,325000,OUT (Penjualan),163
434-35-9162,2019-02-04,6:53:00 PM,Food and beverages,Indomie Goreng,3500,4,14000,OUT (Penjualan),31
198-66-9832,2019-02-04,7:38:00 PM,Fashion accessories,Dompet Lipat,60000,2,120000,OUT (Penjualan),138
151-33-7434,2019-02-04,8:43:00 PM,Food and beverages,Kopi Kapal Api,1500,1,1500,OUT (Penjualan),132
729-09-9681,2019-02-05,10:16:00 AM,Home and lifestyle,Deterjen Rinso,22000,6,132000,OUT (Penjualan),160
409-49-6995,2019-02-05,10:17:00 AM,Food and beverages,Minyak Goreng 2L,32000,6,192000,OUT (Penjualan),137
210-67-5886,2019-02-05,10:41:00 AM,Health and beauty,Pasta Gigi Pepsodent,15000,3,45000,OUT (Penjualan),35
479-26-8945,2019-02-05,11:32:00 AM,Sports and travel,Kacamata Renang,50000,2,100000,OUT (Penjualan),107
880-35-0356,2019-02-05,11:51:00 AM,Sports and travel,Kacamata Renang,50000,3,150000,OUT (Penjualan),104
210-57-1719,2019-02-05,12:34:00 PM,Health and beauty,Sabun Cair Lifebuoy,25000,9,225000,OUT (Penjualan),21
307-04-2070,2019-02-05,2:14:00 PM,Fashion accessories,Dompet Lipat,60000,1,60000,OUT (Penjualan),137
374-17-3652,2019-02-05,3:26:00 PM,Food and beverages,Minyak Goreng 2L,32000,9,288000,OUT (Penjualan),128
324-92-3863,2019-02-05,6:45:00 PM,Electronic accessories,Kabel Data Type-C,35000,2,70000,OUT (Penjualan),117
181-94-6432,2019-02-05,7:05:00 PM,Fashion accessories,Ikat Pinggang Hitam,45000,2,90000,OUT (Penjualan),160
325-89-4209,2019-02-05,7:42:00 PM,Food and beverages,Indomie Goreng,3500,1,3500,OUT (Penjualan),30
338-65-2210,2019-02-05,7:57:00 PM,Health and beauty,Skincare Wardah,55000,10,550000,OUT (Penjualan),144
RESTOCK-412,2019-02-06,06:00:00 AM,Health and beauty,Sabun Cair Lifebuoy,25000,150,0,IN (Barang Masuk),171
RESTOCK-414,2019-02-06,06:00:00 AM,Electronic accessories,Charger HP,45000,150,0,IN (Barang Masuk),175
471-06-8611,2019-02-06,10:22:00 AM,Food and beverages,Minyak Goreng 2L,32000,1,32000,OUT (Penjualan),127
183-56-6882,2019-02-06,10:42:00 AM,Food and beverages,Kopi Kapal Api,1500,4,6000,OUT (Penjualan),128
609-81-8548,2019-02-06,1:55:00 PM,Home and lifestyle,Deterjen Rinso,22000,6,132000,OUT (Penjualan),154
149-14-0304,2019-02-06,2:24:00 PM,Health and beauty,Sabun Cair Lifebuoy,25000,8,200000,OUT (Penjualan),163
875-46-5808,2019-02-06,2:51:00 PM,Health and beauty,Sabun Cair Lifebuoy,25000,10,250000,OUT (Penjualan),153
811-35-1094,2019-02-06,3:16:00 PM,Electronic accessories,Charger HP,45000,6,270000,OUT (Penjualan),169
727-46-3608,2019-02-06,3:47:00 PM,Food and beverages,Beras 5kg,65000,9,585000,OUT (Penjualan),134
595-86-2894,2019-02-06,5:20:00 PM,Fashion accessories,Topi Baseball,35000,4,140000,OUT (Penjualan),30
351-62-0822,2019-02-06,6:07:00 PM,Fashion accessories,Ikat Pinggang Hitam,45000,4,180000,OUT (Penjualan),156
258-92-7466,2019-02-06,6:33:00 PM,Health and beauty,Skincare Wardah,55000,5,275000,OUT (Penjualan),139
373-88-1424,2019-02-06,6:44:00 PM,Home and lifestyle,Deterjen Rinso,22000,5,110000,OUT (Penjualan),149
857-67-9057,2019-02-06,7:20:00 PM,Electronic accessories,Kabel Data Type-C,35000,10,350000,OUT (Penjualan),107
512-91-0811,2019-02-06,8:05:00 PM,Health and beauty,Shampo Clear,28000,1,28000,OUT (Penjualan),59
RESTOCK-428,2019-02-07,06:00:00 AM,Electronic accessories,Powerbank 10000mAh,120000,150,0,IN (Barang Masuk),174
RESTOCK-440,2019-02-07,06:00:00 AM,Fashion accessories,Topi Baseball,35000,150,0,IN (Barang Masuk),172
453-33-6436,2019-02-07,10:09:00 AM,Home and lifestyle,Lampu LED Philips,35000,8,280000,OUT (Penjualan),130
421-95-9805,2019-02-07,10:18:00 AM,Electronic accessories,Kabel Data Type-C,35000,1,35000,OUT (Penjualan),106
635-40-6220,2019-02-07,11:28:00 AM,Health and beauty,Sabun Cair Lifebuoy,25000,8,200000,OUT (Penjualan),145
827-44-5872,2019-02-07,11:28:00 AM,Food and beverages,Kopi Kapal Api,1500,10,15000,OUT (Penjualan),118
583-41-4548,2019-02-07,11:36:00 AM,Home and lifestyle,Deterjen Rinso,22000,7,154000,OUT (Penjualan),142
626-43-7888,2019-02-07,12:23:00 PM,Fashion accessories,Topi Baseball,35000,8,280000,OUT (Penjualan),22
380-94-4661,2019-02-07,1:05:00 PM,Electronic accessories,Powerbank 10000mAh,120000,4,480000,OUT (Penjualan),170
560-49-6611,2019-02-07,2:13:00 PM,Sports and travel,Matras Yoga,85000,1,85000,OUT (Penjualan),121
784-21-9238,2019-02-07,2:15:00 PM,Sports and travel,Botol Minum Tumblr,40000,1,40000,OUT (Penjualan),33
648-94-3045,2019-02-07,2:27:00 PM,Health and beauty,Shampo Clear,28000,10,280000,OUT (Penjualan),49
810-60-6344,2019-02-07,2:38:00 PM,Electronic accessories,Powerbank 10000mAh,120000,8,960000,OUT (Penjualan),162
114-35-5271,2019-02-07,3:06:00 PM,Electronic accessories,Powerbank 10000mAh,120000,8,960000,OUT (Penjualan),154
430-02-3888,2019-02-07,3:55:00 PM,Electronic accessories,Kabel Data Type-C,35000,6,210000,OUT (Penjualan),100
252-56-2699,2019-02-07,4:48:00 PM,Food and beverages,Beras 5kg,65000,10,650000,OUT (Penjualan),124
